,id,Metacyc_ID,SMILES,KEGG_ID
1282,1282,CPD-240,O=C(O)C=CC=C(C(=O)O)C(=O)O,C03425
1283,1283,CPD-245,O=C(O)C=CC(=CC(=O)O)C(=O)O,C01092
1284,1284,CPD-721,COc1cc(C(=O)O)cc(O)c1O,C05315
1285,1285,CPD-22499,CCOC(=O)c1ccc(C(=O)O)o1,
1286,1286,CPD-11879,O=C(O)C(O)c1ccc(O)c(O)c1,C05283
1287,1287,CPD-19407,COc1ccc(C(=O)O)c(O)c1O,
1288,1288,CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL,O=C(O)CCC1=CC=CC(O)C1O,C11301
1289,1289,CPD-14149,CCCC(=O)C=CC=C(O)C(=O)O,
1290,1290,CPD-17549,O=C(O)C(=O)CC1C=CC(O)CC1,
1291,1291,CPD-1008,CC(C)C(=O)C=CC=C(O)C(=O)O,C06322
1292,1292,CPD-14305,CC1=C(O)CC(CC(=O)O)C1(C)C,
1293,1293,CPD-12444,C=C(C)C1CCC(C(=O)O)C(O)C1,
1294,1294,CPD-14308,CC1C(=O)CC(CC(=O)O)C1(C)C,C19688
1295,1295,CPD-10063,C=C(C)C(CCC(C)=O)CC(=O)O,C11120
1296,1296,CPD-22749,CC(C)C=CCCCCCC(=O)O,
1297,1297,CPD-23302,C=CCCCCCCCCC(=O)O,C13542
1298,1298,CPD-1070,O=C(O)C=CC(=O)CC(=O)C(=O)O,C02021
1299,1299,CPD-761,O=C(O)CC1OC(=O)C=C1C(=O)O,C04297
1300,1300,CPD-87,O=CC=C(C=C(O)C(=O)O)C(=O)O,C04226
1301,1301,CPD-247,O=CC=CC(C(=O)O)=C(O)C(=O)O,C04221
1302,1302,CPD-7737,O=C(O)CC1(C(=O)O)C=CC(=O)O1,C01209
1303,1303,CPD-14966,O=CC(=CC=C(O)C(=O)O)C(=O)O,
1304,1304,CPD-2542,O=C(O)C1=CC(O)OC(C(=O)O)=C1,C05031
1305,1305,CPD-9737,C=C1CC1C(C(=O)O)C(O)C(=O)O,
1306,1306,CPD-9736,C=C1CC1C(O)(CC(=O)O)C(=O)O,
1307,1307,CPD-11497,COc1cc(C(O)CO)ccc1O,C05300
1308,1308,CPD-922,c1ccc2c(c1)Oc1ccccc1O2,C07438
1309,1309,CPD-25907,Oc1ccc2c(c1)oc1ccccc12,
1310,1310,CPD-10059,C=C(C)C1CCC(C)(O)OC(=O)C1,C18548
1311,1311,CPD-788,CC12CCC(CC(=O)O1)C(C)(C)O2,C04475
1312,1312,CPD-789,CC(=O)CCC1CC(=O)OC1(C)C,C05768
1313,1313,CPD-21280,CC1CCC2C(CO)=COC(O)C12,C21886
1314,1314,CPD-16999,CCCCCC(CC(C)=O)C(C)=O,
1315,1315,CPD-21692,CCc1ccc(C)c2ccc(C)c-2c1,C09374
1316,1316,CPD-7880,CCCCCCCCCCCC=O,C02122
1317,1317,CPD-7949,CCCCCCCCCCCCC,C13301
1318,1318,HOMO-CIS-ACONITATE,O=C(O)C=C(CCC(=O)O)C(=O)O,C16084
1319,1319,CPD-1136,CC(C(=O)O)=C(CC(=O)O)C(=O)O,C21129
1320,1320,CPD0-1485,CC(=O)C(=O)CCCCCC(=O)O,
1321,1321,CPD-20570,O=C(O)Cc1cccc2ccccc12,C12360
1322,1322,CPD-16514,Cc1cccc2c(C(=O)O)cccc12,C20711
1323,1323,CPD-21456,CC(CC=CC(C)C(C)O)C(=O)O,
1324,1324,CPD-10047,C=C(C)C(CCC(C)O)CC(=O)O,C11119
1325,1325,10-OXODECANOATE,O=CCCCCCCCCC(=O)O,C02066
1326,1326,CPD-15743,CCCCCCCC(=O)CC(=O)O,C20623
1327,1327,CPD-22750,CC(C)CCCCCCCC(=O)O,
1328,1328,CPD-23623,CCCCCCCCC(C)C(=O)O,
1329,1329,CPD-23301,CCCCCCCCCCC(=O)O,C17113
1330,1330,MONOMETHYL-ESTER-OF-TRANS-ACONITATE,COC(=O)C(=CC(=O)O)CC(=O)O,C11230
1331,1331,CPD-19214,O=C(O)CC(=O)CC(=O)CC(=O)O,
1332,1332,CPD-5061,O=C(O)C(=O)CCCC(=O)C(=O)O,
1333,1333,E-2-METHOXYCARBONYLMETHYLBUTENEDIOAT,COC(=O)CC(=CC(=O)O)C(=O)O,C11231
1334,1334,CPD-337,O=C(O)CCCCCC(=O)C(=O)O,C16092
1335,1335,PHYTOALEXIN-CMPD,O=c1ccc2cc3ccoc3cc2o1,C09046
1336,1336,CPD-9815,O=c1ccc2ccc3occc3c2o1,C08796
1337,1337,CPD0-1265,O=C(O)CCCCCCCC(=O)O,C07836
1338,1338,CPD-14144,Oc1ccccc1-c1ccccc1O,C03016
1339,1339,--TRANS-ACENAPHTHENE-12-DIOL,OC1c2cccc3cccc(c23)C1O,C03922
1340,1340,CPD-14169,Oc1ccc(O)c(-c2ccccc2)c1,
1341,1341,CPD0-2337,CC1=C(C)C(=O)c2ccccc2C1=O,
1342,1342,CPD-8991,Oc1cc(O)cc(-c2ccccc2)c1,C19185
1343,1343,BIPHENYL-23-DIOL,Oc1cccc(-c2ccccc2)c1O,C02345
1344,1344,ALPHA-NAPHTHYL-ACETATE,CC(=O)Oc1cccc2ccccc12,
1345,1345,CPD-9840,COC(=O)CCCCCCCC=O,
1346,1346,CPD-23616,CCCOC(=O)C(CCC)C(C)=O,
1347,1347,CPD-21752,CCCCCCC(CO)CCCC,
1348,1348,CPD-7867,CCCCCCCCCCCCO,C02119
1349,1349,OXALO-SUCCINATE,O=C(O)CC(C(=O)O)C(=O)C(=O)O,C05058
1350,1350,HYDROXYNAPHTHOATE,O=C(O)c1ccc2ccccc2c1O,C03007
1351,1351,CPD-15179,CC(CCC(O)C(C)C)CC(=O)O,C17558
1352,1352,10-HYDROXYDECANOATE,O=C(O)CCCCCCCCCO,C02578
1353,1353,CPD-12779,CCCCCCCC(O)CC(=O)O,
1354,1354,CPD-21097,CCCCCC(C)C(O)CC(=O)O,
1355,1355,CPD-15125,O=C(O)CCC(O)C=C(O)C(=O)O,C05914
1356,1356,CPD-804,O=C(O)CCC(O)CC(=O)C(=O)O,C05307
1357,1357,CPD-18776,COC1=C(O)CC(O)(CO)CC1=O,
1358,1358,CPD-4461,CC1=CC(=O)c2c(O)cccc2C1=O,C10129
1359,1359,CPD-21778,COC(=O)CCCCCC(=O)OC,
1360,1360,CPD-19915,CCCC(O)C1C(=O)OCC1CO,
1361,1361,CIS-3-PHENYLCYCLOHEXA-35-DIENE-12-DIOL,OC1C=CC=C(c2ccccc2)C1O,C06328
1362,1362,CPD-23617,CCCOC(=O)C(CCC)C(C)O,
1363,1363,CIT,O=C(O)CC(O)(CC(=O)O)C(=O)O,C00153
1364,1364,CPD-13914,O=C1OC(CO)C(C(=O)O)OC1=O,
1365,1365,THREO-DS-ISO-CITRATE,O=C(O)CC(C(=O)O)C(O)C(=O)O,C00301
1366,1366,CPD-13910,O=C1OCC(C(O)C(=O)O)OC1=O,
1367,1367,CPD-668,O=C(O)COC(CC(=O)O)C(=O)O,C03351
1368,1368,DEHYDROQUINATE,O=C1CC(O)(C(=O)O)CC(O)C1O,C00894
1369,1369,CPD-275,O=C1C=C(O)C(=O)c2c(O)cccc21,C03860
1370,1370,CPD3O-4155,COC(=O)C(O)C(C(=O)O)C(C)C,
1371,1371,CPD-1116,CC(O)CC(=O)OC(C)CC(=O)O,C04291
1372,1372,CPD-17670,O=C(O)C(=O)CC(O)C(O)C(=O)O,C00642
1373,1373,CPD-18785,O=C1CC(O)(CO)C(O)C(O)=C1O,
1374,1374,CPD-21410,COC(=O)C1=CC(O)C(O)C(O)O1,
1375,1375,CPD-19245,O=C1C=CC(=O)c2c(O)ccc(O)c21,C01796
1376,1376,CPD-15222,CC(C=O)=CC=CC(C)=CC=CC=O,C20983
1377,1377,CPD-8822,OC1CC=CC(c2ccccc2)C1O,
1378,1378,CPD-17001,CC(=O)CC(C(C)=O)c1ccccc1,
1379,1379,CPD-21158,CC(C=CC=C(C)C=CC=O)=CC=O,
1380,1380,CPD-21189,CC(C=O)=CC=CC=C(C)C=CC=O,
1381,1381,CPD-20166,CC1=CCC2CCC(=C(C)C)C2CC1,
1382,1382,CPD-334,O=C(O)C(=O)C(=O)C(O)C(O)CO,C04314
1383,1383,CPD-16522,O=C1OC(C(O)C(=O)O)C(O)C1O,C20802
1384,1384,25-DIDEHYDRO-D-GLUCONATE,O=C(O)C(=O)C(O)C(O)C(=O)CO,C02587
1385,1385,CPD-17138,O=C1OC(C(=O)O)C(O)C(O)C1O,C20795
1386,1386,CPD-13913,O=C(O)C1(O)C(=O)OC(CO)C1O,
1387,1387,QUINATE,O=C(O)C1(O)CC(O)C(O)C(O)C1,C00283
1388,1388,CPDN-384,O=C(O)C1(O)C=Cc2ccccc2O1,C05917
1389,1389,CPD0-2523,O=C(O)C(=O)CC(=O)c1ccccc1,
1390,1390,CPDN-385,O=C(O)C(=O)C=Cc1ccccc1O,C05916
1391,1391,CPD-21753,O=C(O)C(=O)CCCc1ccccc1,
1392,1392,CPD-25155,CC(C)Cc1ccc(CC(=O)O)cc1,
1393,1393,CPD-20694,O=C(O)CCCCCc1ccccc1,
1394,1394,CPD0-1612,O=C(O)C(O)CC(O)C(O)C(=O)O,
1395,1395,CPD-13907,O=C1OC2C(O)COC2(O)C1(O)O,
1396,1396,CPD-20935,O=C(O)C(=O)c1ccccc1C(=O)O,
1397,1397,CPD0-2655,COC1OC(CO)C(O)C(=O)C1O,
1398,1398,PENTAHYDROXYCYCLOHEXANONE,COC1C(O)C(=O)C(O)C(O)C1O,C01226
1399,1399,CPD-9664,O=C1CC(O)(CO)C(O)C(O)C1O,C11830
1400,1400,CPD-3614,OCC12OCC(O1)C(O)C(O)C2O,
1401,1401,CPD-22515,COC1C(O)C(O)C(=O)C(O)C1O,
1402,1402,CPD-21587,COc1ccc2ccc(=O)oc2c1O,
1403,1403,TETRAHYD-CPD,Oc1cc(O)c2c(O)cc(O)cc2c1,C03779
1404,1404,SCOPOLETIN,COc1cc2ccc(=O)oc2cc1O,C01629
1405,1405,CPD-19825,COc1cc(O)cc2oc(=O)ccc12,
1406,1406,CPD-19246,Oc1cc(O)c2cccc(O)c2c1O,C21291
1407,1407,CPD-14453,COc1cc2oc(=O)ccc2cc1O,C17569
1408,1408,CPD-0,Cc1cc(=O)c2c(O)cc(O)cc2o1,C20370
1409,1409,CPD-25270,O=C(O)CC(C(=O)O)c1ccccc1,
1410,1410,CPD-14430,COc1c(O)ccc2ccc(=O)oc12,
1411,1411,CPD-15549,COC(C=O)C(OC)C(O)C(C)O,
1412,1412,CPD-18512,COC1C(O)C(O)C(O)OC1(C)C,
1413,1413,CPD-9398,CC(O)C1(O)CC(O)C(O)OC1C,
1414,1414,CPD-12215,CC(=O)OCC=Cc1ccc(O)cc1,C20373
1415,1415,CPD-22718,Cc1ccc2c(c1O)C(=O)OC(C)C2,
1416,1416,CPD-19920,CC=CC=CC=CC(O)CC=CC=O,C21958
1417,1417,CPD-7204,CC(=O)C=CC1=C(C)CCCC1(C)C,C12000
1418,1418,CPD-13371,CC(=O)C=CC=C(C)CCC=C(C)C,
1419,1419,3-KETO-L-GULONATE,O=C(O)C(O)C(=O)C(O)C(O)CO,C00584
1420,1420,CPD-21249,O=CC(O)C(O)C(O)C(O)C(=O)O,C15749
1421,1421,CPD-377,O=C(O)C(=O)C(O)C(O)C(O)CO,C03114
1422,1422,CPD-15204,O=C(O)C1OC(O)C(O)C(O)C1O,C00185
1423,1423,D-TAGATURONATE,O=C(O)C(O)C(O)C(O)C(=O)CO,C00998
1424,1424,CPD-12537,O=C(O)C1OC(O)(CO)C(O)C1O,C00531
1425,1425,CPD-18133,O=CC=Cc1ccc(C(=O)O)oc1=O,
1426,1426,CPD-18128,O=CC=Cc1cc(C(=O)O)oc(=O)c1,
1427,1427,CPD-18151,O=C1OCc2cc(O)c(=O)cc(O)c21,
1428,1428,CPD-17728,O=C(O)C(=O)CCc1ccc(O)cc1,
1429,1429,CPD-23420,COc1ccc(C=CC(=O)O)cc1O,C10209
1430,1430,FERULIC-ACID,COc1cc(C=CC(=O)O)ccc1O,C01390
1431,1431,CPD0-1481,CC1C=CC(CCC(C)C(=O)O)C=C1,
1432,1432,CPD-3610,COC1C(O)C(O)OC(CO)C1O,
1433,1433,CPD0-1937,COC(C(O)C=O)C(O)C(O)CO,
1434,1434,CPD0-2667,COC1OC(CO)C(O)C(O)C1O,C03363
1435,1435,5-O-METHYL-MYO-INOSITOL,COC1C(O)C(O)C(O)C(O)C1O,C03139
1436,1436,CPD-17317,Cc1c(O)c(C)c2c(c1O)C(=O)OC2,
1437,1437,5-HYDROXY-CONIFERALDEHYDE,COc1cc(C=CC=O)cc(O)c1O,C11924
1438,1438,CPD-19189,COC(=O)c1ccc(C(=O)OC)cc1,
1439,1439,6-HYDROXYMELLEIN,CC1Cc2cc(O)cc(O)c2C(=O)O1,C02218
1440,1440,CPD-56,O=C1CC(O)Cc2cc(O)cc(O)c21,C00739
1441,1441,CPD-23030,OCCOCCOCCOCCO,
1442,1442,CPD-17703,COCC=Cc1ccc(O)c(OC)c1,
1443,1443,OXIDIZED-LATIA-LUCIFERIN,CC(=O)CCC1=C(C)CCCC1(C)C,C03287
1444,1444,CPD-12901,CC(=O)CCC=C(C)CCC=C(C)C,
1445,1445,CPD-16836,O=C(O)C(O)C(O)C(O)C(O)CO,C00249
1446,1446,2-CARBOXY-D-ARABINITOL,O=C(O)C(O)(CO)C(O)C(O)CO,C03021
1447,1447,CPD-25038,Cc1cc(O)c(C=O)c(O)c1C(=O)O,
1448,1448,CPD-18132,O=CC=CC1=CC=C(C(=O)O)OC1O,
1449,1449,CPD-18126,O=CC=CC(=CC=O)C=C(O)C(=O)O,
1450,1450,CPD-18129,O=C(O)c1cc(C=CCO)cc(=O)o1,
1451,1451,CPD-18134,O=C(O)c1ccc(C=CCO)c(=O)o1,
1452,1452,CPD-18127,O=CC=CC1=CC(O)OC(C(=O)O)=C1,
1453,1453,CPD-18131,O=CC=CC(C=O)=CC=C(O)C(=O)O,
1454,1454,34-DIHYDROXYPHENYLPYRUVATE,O=C(O)C(=O)Cc1ccc(O)c(O)c1,C03793
1455,1455,CPD-17316,Cc1c(C)c(C(=O)O)c(O)c(C)c1O,
1456,1456,CPD-1006,CC(C)c1ccc(C(=O)O)c(O)c1O,C06320
1457,1457,CPD-11247,CC(C)c1cc(O)cc(C(=O)O)c1O,
1458,1458,CPD-17797,CC=CC=CCCCCCCC(=O)O,
1459,1459,CPD-635,O=C(O)c1ccc(O)c(O)c1C(=O)O,C03028
1460,1460,CPD-636,O=C(O)c1cc(O)c(O)cc1C(=O)O,C03037
1461,1461,CPD0-1263,O=C(O)c1cc(O)c(O)c(C(=O)O)c1,
1462,1462,CPD-18152,O=c1cc2c(c(O)cc1O)C(O)OC2,
1463,1463,CPD-25081,COc1cc(C(C)=O)cc(OC)c1O,C10401
1464,1464,CPD-11873,COc1cc(C(=O)CCO)ccc1O,
1465,1465,CPD-7104,CC(C)C(=O)c1c(O)cc(O)cc1O,C07031
1466,1466,CPD0-2475,COC(=O)CCc1cccc(O)c1O,
1467,1467,5-HYDROXY-CONIFERYL-ALCOHOL,COc1cc(C=CCO)cc(O)c1O,C11925
1468,1468,4H9FLUORENONE,O=C1c2ccccc2-c2c(O)cccc21,C07429
1469,1469,CPD-14383,O=c1c2ccccc2oc2ccccc12,
1470,1470,CPD-20317,c1ccc(C2OC2c2ccccc2)cc1,C15635
1471,1471,CPD-9758,CC(=O)OCC=C(C)CCC=C(C)C,C09598
1472,1472,CPD-18154,O=C(O)c1cc(O)c(O)c(O)c(=O)c1,
1473,1473,CPD-17552,O=C(O)C(=O)C=C1CCC(O)C2OC12,C20992
1474,1474,CPD-8486,COc1cc(C(=O)O)cc(OC)c1O,C10575
1475,1475,3-34-DIHYDROXYPHENYLLACTATE,O=C(O)C(O)Cc1ccc(O)c(O)c1,C01135
1476,1476,VANILLYL_MANDELATE,COc1cc(C(O)C(=O)O)ccc1O,C05291
1477,1477,CPD-25037,Cc1cc(O)c(CO)c(O)c1C(=O)O,
1478,1478,CPD-17658,COc1ccc(C(O)C(=O)O)cc1O,
1479,1479,CPD-9980,CC1CCC2C(C(=O)O)=COC(O)C12,C20697
1480,1480,CPD-1005,CC(C)C1=CC=C(C(=O)O)C(O)C1O,C06319
1481,1481,CPD-19796,CCCCCCCCC=CCC(=O)O,
1482,1482,CPD-17639,C=CCCCCCCCCCC(=O)O,
1483,1483,CPD-17910,CCCCCCC=CCCCC(=O)O,
1484,1484,CPD-11249,CC(=CC(=O)CC(=O)C(=O)O)C(=O)O,
1485,1485,CPD-18273,CC(=CC(=O)O)C(=O)CC(=O)C(=O)O,
1486,1486,CIS-34-DIHYDROXYCYCLOHEXA-162-DIENE-,O=C(O)C1=C(C(=O)O)C(O)C(O)C=C1,C17777
1487,1487,CPD-1943,O=C(O)C1=CC(O)C(O)(C(=O)O)C=C1,C05994
1488,1488,CPD-19405,CC(=O)C=CC(C(=O)O)=C(O)C(=O)O,
1489,1489,4-MALEYL-ACETOACETATE,O=C(O)C=CC(=O)CC(=O)CC(=O)O,C00976
1490,1490,CPD-12651,O=C(O)C1=CC(O)C(O)C=C1C(=O)O,C04535
1491,1491,CPD-783,O=CC(=CC=C(O)C(=O)O)CC(=O)O,C04387
1492,1492,CPD-24953,OCC(O)C(O)C(O)C(O)C(O)O,
1493,1493,CPD-5702,COc1ccc(C(O)CO)cc1OC,C16144
1494,1494,CPD-12445,C=C(C)C(CCCC(=O)O)CC(=O)O,
1495,1495,3-4DHFLUORENE,Oc1ccc2c(c1O)-c1ccccc1C2,C07422
1496,1496,1-2DHFLUORENE,Oc1ccc2c(c1O)Cc1ccccc1-2,C07430
1497,1497,CPD-5761,CC(=O)OC1CC(C)CCC1C(C)C,C09607
1498,1498,CPD-17000,CCCCCCC(CC(C)=O)C(C)=O,
1499,1499,CPD-8806,Cc1ccc2c(C)ccc(C(C)C)c2c1,
1500,1500,CPD-7901,CCCCCCCCCCCC(C)=O,
1501,1501,CPD-23547,CCCCCCCCCCC(=O)CC,
1502,1502,CPD-12849,O=C(O)C=C(C=C(O)C(=O)O)C(=O)O,C04081
1503,1503,CPD-186,O=C(O)CC(=CC(=O)C(=O)O)C(=O)O,C05011
1504,1504,4-OXALOMESACONATE,O=C(O)C=C(CC(=O)C(=O)O)C(=O)O,C04181
1505,1505,CPD-153,O=C(O)C=C(CCCC(=O)O)C(=O)O,C20482
1506,1506,CPD-17536,O=C(O)C(=O)CC1CCC(O)C2OC12,C20993
1507,1507,DODECANOATE,CCCCCCCCCCCC(=O)O,C02489
1508,1508,CPD-21421,CC(CCC(=O)O)C(=O)CCC(=O)O,
1509,1509,CPD-3623,O=C(O)CCCCCCCCC(=O)O,C07864
1510,1510,3-4DH3-4DHFLUORENE,OC1C=CC2=C(c3ccccc3C2)C1O,C07427
1511,1511,CPD-18574,COc1cc(O)cc(-c2ccccc2)c1,
1512,1512,CPD-13113,OCc1cccc(Oc2ccccc2)c1,C19234
1513,1513,CPD-18001,CC#CC#CC=C1C=CC2(CCCO2)O1,
1514,1514,CPD0-2590,CCC(=O)Oc1cccc2ccccc12,
1515,1515,CPD-22380,CCCCCCCCCC(=O)OCC,
1516,1516,CPD-8807,Cc1ccc2c(c1)C(C(C)C)=CCC2C,
1517,1517,CPD-8808,CC1=CCC(C(C)C)c2cc(C)ccc21,
1518,1518,CPD-23548,CCCCCCCCCCC(O)CC,
1519,1519,OXALO-GLUTARATE,O=C(O)CCC(C(=O)O)C(=O)C(=O)O,C05252
1520,1520,CPD-18334,O=C(O)C1=CC(=O)c2ccccc2C1=O,C21911
1521,1521,CPD-16515,Cc1cccc2c(C(=O)O)cc(O)cc12,C20713
1522,1522,CPD-16911,Cc1cccc2c(C(=O)O)c(O)ccc12,C20762
1523,1523,BERGAPTOL,O=c1ccc2c(O)c3ccoc3cc2o1,C00718
1524,1524,CPD-13041,O=c1ccc2cc3ccoc3c(O)c2o1,C00799
1525,1525,DIETHYL-2-METHYL-3-OXOSUCCINATE,CCOC(=O)C(=O)C(C)C(=O)OCC,C03811
1526,1526,CPD-927,Oc1ccccc1-c1cccc(O)c1O,C03312
1527,1527,CPD-18741,Oc1cccc(Oc2ccccc2)c1O,
1528,1528,CPD-15564,c1ccc2c(c1)-c1cccc3cccc-2c13,C18881
1529,1529,CPD-17647,CCCCCC(O)CCCCCCO,
1530,1530,CPD-14201,CC(C)=CCCC(C)c1ccc(C)cc1,C09390
1531,1531,CPD-8244,Cc1ccc(C2(C)CCCC2(C)C)cc1,
1532,1532,CPD-8813,C=C(C)C1CC=C2C=CCC(C)C2(C)C1,
1533,1533,CPD-628,O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O,C01849
1534,1534,CPD-150,O=C(O)CCC(O)(CC(=O)O)C(=O)O,C01180
1535,1535,HOMO-I-CIT,O=C(O)CCC(C(=O)O)C(O)C(=O)O,C05361
1536,1536,CPD-622,CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,C02076
1537,1537,CPD-618,CC(O)(C(=O)O)C(CC(=O)O)C(=O)O,C04336
1538,1538,DIHYDROXYNAPHTHOATE,O=C(O)c1cc(O)c2ccccc2c1O,C03413
1539,1539,CPD-11420,O=C(O)c1ccc2c(O)ccc(O)c2c1,C16498
1540,1540,CPD-18772,COC1=C(O)C(O)C(O)(CO)CC1=O,
1541,1541,CPD-21941,Cc1c(O)cc2c(c1O)C(=O)C=CC2=O,
1542,1542,DIETHYL-2R3R-2-METHYL-3-HYDROXYSUCCIN,CCOC(=O)C(C)C(O)C(=O)OCC,C04330
1543,1543,CPD-18740,OC1C=CC=C(Oc2ccccc2)C1O,
1544,1544,CPD-13862,C=C1CCC(C(C)C)C2C=C(C)CCC12,C19173
1545,1545,CPD-7554,C=C(C)C1CCC(C)C2CCC(C)=CC12,C15637
1546,1546,CPD-20098,CC=C(C)C=CC=C(C)CCC=C(C)C,
1547,1547,CPD-8239,C=CC(=C)CCC=C(C)CCC=C(C)C,C09407
1548,1548,CPD-8738,CC(C)=CCC=C(C)C1CC=C(C)CC1,C19184
1549,1549,CPD-8764,C=CC(C)=CCC=C(C)CCC=C(C)C,C09406
1550,1550,CPD-14799,C=C1CCC=C(C)CCC2C1CC2(C)C,C09432
1551,1551,CPD-14800,CC(C)=CC1CCC(C)C2CCC(C)=C12,C20388
1552,1552,CPD-12892,C=C(C)C1C=C2C(C)CCC2C(C)CC1,
1553,1553,CPD-8731,C=C1CCCC2(C)CCC(C(C)C)=CC12,
1554,1554,CPD-15031,CC(C)=CCCC(C)C1C=CC(C)=CC1,C09489
1555,1555,CPD-8794,CC1=CCC2C(C)=CCC(C(C)C)C2C1,C09366
1556,1556,CPD-8812,CC1=C2CC3CCC(C)C2(CC1)C3(C)C,C16887
1557,1557,CPD-9959,CC1=C2CCC(C)C23CCC(C3)C1(C)C,C15774
1558,1558,CPD-13268,C=C(C)C1CCC(C)C12CC=C(C)CC2,
1559,1559,CPD-11377,CC(C)=CCCC1(C)C2CC3C(C2)C31C,C19171
1560,1560,CPD-13857,CC1=C2CCC(C)C2C2C(CC1)C2(C)C,C19522
1561,1561,CPD-14797,CC1=CC2(C)CCCC23C(C)CCC13C,C20385
1562,1562,TRICHODIENE-CPD,C=C1CCCC1(C)C1(C)CC=C(C)CC1,C01724
1563,1563,CPD-8758,CC1=C2C=C(C(C)C)CCC2(C)CCC1,C19177
1564,1564,CPD-8236,CC1=CCC2(C)CCCC(C)(C)C23CC13,C09479
1565,1565,CPD-8733,CC1=CC2C(=C(C)CCCC2(C)C)CC1,
1566,1566,CPD-11392,CC(C)=CCCC(C)C1=CCC(C)=CC1,
1567,1567,CPD-8763,CC(C)C1CCC2(C)C3CC4C(C13)C42C,
1568,1568,CPD-8797,CC1=CC2C(CC1)C(C)=CCC2C(C)C,C16308
1569,1569,CPD-11287,C=C1CCC2CC1C2(C)CCC=C(C)C,C19172
1570,1570,CPD-20081,CC1=CCCC(C)C2=C(C1)CC(C)(C)C2,C21553
1571,1571,CPD-8245,CC1=CCC2(CC1)C(C)=CCCC2(C)C,C09376
1572,1572,CPD-8747,CC1=CCCC=C(C)CC(=C(C)C)CC1,
1573,1573,CPD-8737,CC(C)=CCCC(C)=C1CC=C(C)CC1,C19183
1574,1574,ARISTOLOCHENE,C=C(C)C1CC=C2CCCC(C)C2(C)C1,C01863
1575,1575,CPD-14376,C=C(C)C1CCC2(C)CCCC(C)=C2C1,
1576,1576,CPD-1722,CC1=CC2C(=C(C)CCC2C(C)C)CC1,C06085
1577,1577,CPD-18510,CC1=CC2C(=C(C)C)CCC(C)C2CC1,
1578,1578,CPD-14796,CC1=C2CCC2(C)C2CC(C)(C)CC2C1,C20384
1579,1579,CPD-8238,C=C1CCC2(C)CC1C1(C)CCCC21C,
1580,1580,CPD-8232,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,C16566
1581,1581,CPD-8248,C=C1C=CC(C2(C)CCCC2(C)C)CC1,
1582,1582,CPD-8750,CC1=CCC(C(C)C)=CC2C(C)CCC12,
1583,1583,CPD-21656,C=C(C)C1CCC2=CCCC(C)C2(C)C1,C16704
1584,1584,CPD-13069,C=C1C2CCC3(C2)C(C)CCC3C1(C)C,
1585,1585,CPD-20085,C=C1CCC(C(C)C)=CC2C(C)CCC12,C21561
1586,1586,CPD-13870,CC1=CC2C(CCC(C)=CCC1)C2(C)C,C19535
1587,1587,CPD-12891,CC1=C2C(CC1)C(C)CCC1C2C1(C)C,C19169
1588,1588,CPD-11504,C=C(C)C1CCC2(C)CCCC(=C)C2C1,C09462
1589,1589,CPD-8751,CC1(C)CCCC2(C)C3CC4C(C31)C42C,
1590,1590,CPD-8849,CC(C)=CCCC1(C)C2CC=C(C)C1C2,C16560
1591,1591,CPD-20249,C=C1CCCC2(C)CCC(=C(C)C)CC12,C21583
1592,1592,CPD-8753,C=C1CCC2C(C)CCC3C(C12)C3(C)C,C16590
1593,1593,CPD-8234,CC1=CCC2C3C(C(C)C)CCC2(C)C13,C09380
1594,1594,CPD-8732,C=C1CCCC(C)(C)C2C=C(C)CCC12,
1595,1595,CPD-8744,CC1=CCC(=C(C)C)CCC(C)=CCC1,C09413
1596,1596,CPD-8803,C=C1CCC23C(C)CCC(C(C)C)C2C13,C09389
1597,1597,CPD-20165,CC1=CCC2C1CC(C)(C)CC1CC12C,
1598,1598,+-epi-beta-santalene,C=C1C2CCC(C2)C1(C)CCC=C(C)C,C09457
1599,1599,CPD-11413,CC1=CCC2CC3C(C)CCC13C2(C)C,
1600,1600,CPD-13875,CC(C)=CCCC(C)C12CC=C(C)C1C2,C19537
1601,1601,CPD-8235,CC1=CCC2(C)CC1C1(C)CCCC21C,C19175
1602,1602,CPD-8730,C=C1C=CC(C)(C)CCCC(C)=CCC1,C16321
1603,1603,CPD-8233,CC1=CCCC(C)=CCC(C)(C)C=CC1,C09425
1604,1604,CPD-20080,CC1=CC2CC(C)(C)CC2C2(C)CCC12,C21552
1605,1605,CPD-8739,CC1=CCC23C(C)CCC(C(C)C)C2C13,C09388
1606,1606,CPD-8776,CC1=CCC23CC1C(C)(C)C2CCC3C,C09371
1607,1607,CPD-8749,C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,C19521
1608,1608,CPD-11393,CC(C)=CCCC(C)C1=CC=C(C)CC1,C19539
1609,1609,CPD-8247,C=C1C=CC(C(C)CCC=C(C)C)CC1,C16269
1610,1610,CPD-8701,C=C1C2CCC3C2C(C)(C)CCCC13C,C09440
1611,1611,CPD-21652,C=C(C)C1CCC2(C)CCC=C(C)C2C1,C19519
1612,1612,CPD-8745,CC1=CC=C(C(C)C)CCC(C)=CCC1,C19182
